,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
28,"Before America's entry into World War I, Alvin York is a poor, young farmer in rural Tennessee, living with his widowed mother, sister, and younger brother. Alvin's leisure time is spent fighting and getting drunk with friends. Alvin's goal is to purchase a piece of farmland, fertile ""bottomland"". Alvin works hard to acquire the price for the land, and is given an extension by the owner. Alvin's sharpshooting skills enable him to raise the money needed, but the owner reneges, making Alvin angry and bitter. En route to seek revenge, Alvin and his mule are struck by lightning. The incident prompts Alvin to rejoin his church. ",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
29,"In 1978, Irving Rosenfeld and Sydney Prosser work together as con artists. Sydney, posing as English aristocrat ""Lady Edith Greensly"", has improved the scams. Irving loves Sydney but is unwilling to leave his unstable, histrionic wife, Rosalyn, fearing he will lose contact with adopted son Danny. Rosalyn has also threatened to report Irving to the police if he leaves her.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.3166326981469177,False
30,"On a hot summer day, a jury in the New York County Courthouse prepares to deliberate the case of an impoverished 18-year-old boy accused of killing his abusive father. The judge says that if there is any reasonable doubt, the jurors must return a verdict of ""not guilty"". If the defendant is found guilty, he will receive a mandatory death sentence via the electric chair. The verdict must be unanimous.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.29463711012732346,False
31,"In Jennings County, Indiana, in 1862, Jess Birdwell is a farmer and patriarch of the Birdwell family whose Quaker religion conflicts with his love for the worldly enjoyments of music and horse racing. Jess's wife Eliza, a Quaker minister, is deeply religious and steadfast in her refusal to engage in violence. Jess's daughter Mattie wants to remain a Quaker but has fallen in love with cavalry officer Gard Jordan, a love that is against her mother's wishes. Jess's elder son Josh is torn between his hatred of violence and a conviction that to protect his family he must join the home guard and fight the invaders. The family's youngest member is ""Little"" Jess, who is forever at war with his mother's pet goose. Enoch, a runaway slave, is a laborer on their farm; his children are still enslaved in the South.  ",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.32187112037734994,False
32,"Doctor Otternschlag, a disfigured veteran of World War I and a permanent resident of the Grand Hotel in Berlin, observes ""People coming, going. Nothing ever happens"" — after which a great deal transpires.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
33,"During a prologue, a CBS producer, Lowell Bergman, convinces the founder of Hezbollah, Sheikh Fadlallah, to grant an interview to Mike Wallace for 60 Minutes. While preparing for the interview, both Wallace and Bergman firmly stand their ground against the Sheikh's armed and hostile bodyguards' attempted intimidation and disruption.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.336959409657988,False
34,"Tracy Lord is the elder daughter of a wealthy Philadelphia Main Line socialite family. She was married to C.K. Dexter Haven, a yacht designer and member of her social set, but divorced him two years prior because, according to her father, he does not meet the standards that she sets for all her friends and family. She is soon to marry the wealthy George Kittredge.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
35,"In London, Professor Henry Higgins, a scholar of phonetics, believes that one's accent determines a person's prospects in society (""Why Can't the English?""). At the Covent Garden fruit-and-vegetable market one evening, he listens to Eliza Doolittle, a young flower seller with a strong Cockney accent, and makes notes. This causes others to suspect he is a ""tec"". When Eliza protests that she has done nothing wrong, she asks Colonel Hugh Pickering, himself a phonetics expert, to confirm this. Pickering and Higgins are delighted to become acquainted; in fact, Pickering had come from India just to meet Higgins. Higgins boasts he could teach even someone like Eliza to speak so well he could pass her off as a duchess at an embassy ball. Eliza wants to work in a flower shop, but her accent makes that impossible (""Wouldn't It Be Loverly""). The following morning, Eliza shows up at Higgins's home, seeking lessons. Pickering is intrigued and offers to cover all the attendant expenses if Higgins succeeds. Higgins agrees and describes how women ruin lives (""I'm an Ordinary Man"").",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
36,"Kent (Robert Montgomery), a drunk driver who carelessly kills a man, is sentenced to ten years for manslaughter. In an overcrowded prison designed for 1800 and actually holding 3000, he is placed in a cell with Butch (Wallace Beery) and Morgan (Chester Morris), the two leaders of the inmates. Butch is alternately menacing and friendly, while Morgan tries to help out the frightened, inexperienced youngster, but Kent rebuffs his overtures.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.39054280051888524,False
37,"In 1787, William Bligh commands the Royal Naval merchant vessel HMS Bounty. Bligh is a brutal tyrant who routinely administers harsh punishment to officers and crew alike who lack discipline, cause any infraction on board the ship, or defy his authority in any manner. After press ganging a crew out of a local pub, the Bounty sets sail from Portsmouth on a two-year voyage across the Pacific, to transport breadfruit from the Polynesian islands to Jamaica.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,False
38,"In a mansion called Xanadu, part of a vast palatial estate in Florida, the elderly Charles Foster Kane is on his deathbed. Holding a snow globe, he utters his last word, ""Rosebud"", and dies. A newsreel obituary tells the life story of Kane, an enormously wealthy newspaper publisher and industry magnate. Kane's death becomes sensational news around the world, and the newsreel's producer tasks reporter Jerry Thompson with discovering the meaning of ""Rosebud"".",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.6489603621112086,False
39,"In the 1846 slum of the Five Points, two rival gangs, the Anglo-Protestant Confederation of American Natives, led by William ""Bill the Butcher"" Cutting, and the Irish Catholic immigrant Dead Rabbits, led by ""Priest"" Vallon, engage in their final battle to determine which faction will hold sway over the territory. At the end of the fight, Bill kills Vallon and declares the Dead Rabbits outlawed. Having witnessed this, Vallon's young son hides the knife that killed his father and is taken to an orphanage on Blackwell's Island.",2,2_michael_vito_sheeran_hoffa,"['michael', 'vito', 'sheeran', 'hoffa', 'maría', 'tony', 'family', 'laszlo', 'bernardo', 'gangs']","In 1945, the New York City Corleone family don, Vito Corleone, listens to requests during his daughter Connie's wedding to Carlo Rizzi. Vito's youngest son Michael, a Marine who has thus far stayed out of the family business, introduces his girlfriend, Kay Adams, to his family at the reception. Johnny Fontane, a popular singer and Vito's godson, seeks Vito's help in securing a movie role. Vito sends his consigliere, Tom Hagen, to persuade studio president Jack Woltz to offer Johnny the part. Woltz refuses Hagen's request at first, but soon complies after finding the severed head of his prized stud horse in his bed.",michael - vito - sheeran - hoffa - maría - tony - family - laszlo - bernardo - gangs,1.0,False
40,"Gabrielle ""Gaby"" Van Der Mal (Audrey Hepburn), whose father Hubert (Dean Jagger) is a prominent surgeon in Belgium, enters a convent of nursing sisters in the late 1920s, hoping to serve in the Belgian Congo. After receiving the religious name of Sister Luke, she undergoes her postulancy and novitiate which foreshadow her future difficulties with the vow of obedience. She takes her first vows and is sent to the Institute of Tropical Medicine in Antwerp.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.2609729848582615,False
41,"A young man wanders through a heavy rainstorm, finding his way into a nearby restaurant. The restaurant's employees try to determine if he needs help. Despite his manic mode of speech being difficult to understand, a waitress, Sylvia, learns that his name is David Helfgott and that he is staying at a local hotel. Sylvia returns him to the hotel, and despite his attempts to engage her with his musical knowledge and ownership of various musical scores, she leaves.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.2732400386052034,False
42,"Richard the Lionheart, the Norman King of England, vanishes while returning from the Crusades. One of his knights, the Saxon Wilfred of Ivanhoe, searches for him, finally finding him being held by Leopold of Austria for an enormous ransom. Richard's treacherous brother, Prince John, knows about it but does nothing, enjoying ruling in his absence.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
43,"When president of Dodsworth Motors, Samuel ""Sam"" Dodsworth (Walter Huston), a successful, self-made man sells the company he founded 20 years earlier in a small mid-western town, his banker and friend warns Sam that men like them are only happy when they are working. Sam talks of the extended trip to Europe he is taking with his wife Fran (Ruth Chatterton), who feels trapped by their dull social life.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
44,"Ed Horman, a conservative businessman from New York, arrives in Chile to search for his son Charlie, a journalist who disappeared during the recent military coup. Ed meets his daughter-in-law, Beth, with whom he has a strained relationship, and they argue over politics. Ed blames his son and daughter-in-law's radical political views for Charlie's disappearance, while Beth blames the American government. Ed leverages his connections to meet with various government officials to uncover the truth about his son's vanishing.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.29585011868738165,False
45,"United States Air Force fighter pilot Major Lloyd ""Ace"" Gruver,  the son of an Army general, is stationed at Itami Air Force Base near Kobe, Japan. He has been reassigned from combat duties in Korea by General Webster, the father of his fiancée, Eileen. While Ace and Eileen have been together for years, their relationship has become strained.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
46,"On 1 May 1993, at the wedding of Angus and Laura in Somerset, the perpetually late best man Charles; his flatmate Scarlett; his aristocratic friend Fiona and her brother Tom; Gareth and his partner Matthew; and Charles's deaf brother David, all gather. All are unmarried. Charles forgets the rings and hastily borrows two from the congregation, which prove to be incongruous. At the reception, he makes a risqué speech and is attracted to Carrie, an American woman who has been working in England. They spend the night together. In the morning, Carrie, who is returning to the U.S., laments to him that they may have ""missed a great opportunity"".",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
47,"In 1875, after world-famous opera singer Alice Alquist is murdered at her London home, her orphan niece Paula is sent to Italy to follow in her footsteps. As an adult, Paula marries her accompanist Gregory Anton after a two-week whirlwind romance. They agree to settle in London and occupy her late aunt's long-vacant townhouse.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3514160901132831,False
48,"Sam Houston leads the forces of Texas against Mexico and needs time to build an army. The opposing Mexican forces, led by General Antonio Lopez de Santa Anna are numerically stronger as well as better-armed and trained.  Nevertheless, the Texans have spirit and morale remains generally high. Lieutenant Colonel William Travis is tasked with defending the Alamo, a former mission in San Antonio. Jim Bowie comes with reinforcements and the defenders prepare. Meanwhile, Davy Crockett arrives with a group of Tennesseans.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.2806987832012402,False
49,"In a nursing home, elderly Irish-American World War II veteran Frank Sheeran recounts his time as a hitman for the Italian-American Mafia.",2,2_michael_vito_sheeran_hoffa,"['michael', 'vito', 'sheeran', 'hoffa', 'maría', 'tony', 'family', 'laszlo', 'bernardo', 'gangs']","In 1945, the New York City Corleone family don, Vito Corleone, listens to requests during his daughter Connie's wedding to Carlo Rizzi. Vito's youngest son Michael, a Marine who has thus far stayed out of the family business, introduces his girlfriend, Kay Adams, to his family at the reception. Johnny Fontane, a popular singer and Vito's godson, seeks Vito's help in securing a movie role. Vito sends his consigliere, Tom Hagen, to persuade studio president Jack Woltz to offer Johnny the part. Woltz refuses Hagen's request at first, but soon complies after finding the severed head of his prized stud horse in his bed.",michael - vito - sheeran - hoffa - maría - tony - family - laszlo - bernardo - gangs,1.0,False
50,"In 1958 postwar Britain, Stevens, the butler of Darlington Hall, receives a letter from the former housekeeper, Miss Kenton. Their past employer, the Earl of Darlington, has died a broken man, his reputation destroyed by his pre-Second World War support of Nazi Germany, and his stately country house has been sold to retired US Congressman Jack Lewis. Allowed to borrow the Daimler, Stevens sets off for the West Country to see Miss Kenton for the first time in decades.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
51,"On the battlements of Elsinore, in a flash-forward, the dead body of Hamlet is borne in state upon the shoulders of noble lords with Horatio in attendance mourning the dead Hamlet. The flash-forward dissolves and in the same location at a separate time, Francisco, a sentry, is relieved of his watch by another sentry, Bernardo, who, with yet another sentry, Marcellus, has twice previously seen the Ghost of King Hamlet. Marcellus then arrives with the sceptical Horatio, Prince Hamlet's friend. Suddenly, all three see the Ghost, and Horatio demands that the Ghost speak. The Ghost vanishes then, without a word.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
52,"To avoid an arranged marriage to Don Carlos, an elderly Spanish duke, Princess Marie masquerades as her uncle's former servant, Marietta, and escapes from France on a ship with casquette girls who are traveling to New Orleans to marry colonists. On board, Marietta befriends Julie.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,False
53,"In mid-August 1939, just before the outbreak of World War II, the editor of the New York Morning Globe, Mr. Powers (Harry Davenport), sends crime reporter John Jones, using the pen name ""Huntley Haverstock"" (Joel McCrea), to Europe to report on conditions there.  Jones's first assignment is to interview a Dutch diplomat named Van Meer (Albert Bassermann), at a luncheon.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,0.7186244012627753,True
54,"In A.D. 26 Jerusalem, Judah Ben-Hur, a wealthy Jewish prince and merchant, lives with his mother, Miriam, and younger sister, Tirzah. The family's steward, Simonides, has a daughter named Esther. Judah grants Simonides' request for Esther to marry a freeman and gives Esther her freedom as a wedding gift. Apart from childhood, Judah and Esther quickly fall in love.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433467,True
55,"In England in 1685, Irish doctor Peter Blood is summoned to aid Lord Gildoy, a wounded patron who participated in the Monmouth Rebellion. Arrested while performing his duties as a physician, he is convicted of treason against King James II and sentenced to death by the infamous Judge Jeffreys. By the whim of the king, upon his advisor Lord Sunderland's counsel, Blood and the surviving rebels are transported to the West Indies to be sold into slavery.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,False
56,"At the official closing of the British Empire Exhibition at Wembley Stadium, Prince Albert ""Bertie"", Duke of York, the second son of King George V, addresses the crowd with a strong stammer. His search for treatment has been discouraging, but his wife, Elizabeth, persuades him to see Australian-born Lionel Logue, a non-medically trained Harley Street speech defects therapist. Bertie believes the first session is not going well, but Lionel has him recite Hamlet's ""To be, or not to be"" soliloquy while listening to classical music over a pair of headphones. Bertie is frustrated but Lionel gives him the acetate recording that he has made of the reading as a souvenir.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
