ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT;FILENAME_PT;FILENAME_ES;FILENAME_EN
1952.0;A Streetcar Named Desire (1951 film);Não;https://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(1951_film);https://es.wikipedia.org/wiki/Un_tranvía_llamado_Deseo_(película_de_1951);https://pt.wikipedia.org/wiki/A_Streetcar_Named_Desire;3367826.0;A Streetcar Named Desire (1951 film);Un tranvía llamado Deseo (película de 1951);788246.0;A Streetcar Named Desire;1102425.0;;;
1952.0;QUO VADIS (1951 film);Não;https://en.wikipedia.org/wiki/Quo_Vadis_(1951_film);https://es.wikipedia.org/wiki/Quo_vadis?_(película_de_1951);https://pt.wikipedia.org/wiki/Quo_Vadis_(1951);154790.0;Quo Vadis (1951 film);Quo vadis? (película de 1951);27203.0;Quo Vadis (1951);1168568.0;Seven Brides for Seven Brothers.txt;Siete novias para siete hermanos.txt;Seven Brides for Seven Brothers.txt
1953.0;THE GREATEST SHOW ON EARTH (film);Sim;https://en.wikipedia.org/wiki/The_Greatest_Show_on_Earth_(film);https://es.wikipedia.org/wiki/The_Greatest_Show_on_Earth_(película_de_1952);https://pt.wikipedia.org/wiki/The_Greatest_Show_on_Earth;42137.0;The Greatest Show on Earth (film);The Greatest Show on Earth (película de 1952);28501.0;The Greatest Show on Earth;1089815.0;Three Coins in the Fountain.txt;Three Coins in the Fountain (película).txt;Three Coins in the Fountain (film).txt
1953.0;IVANHOE (1952 film);Não;https://en.wikipedia.org/wiki/Ivanhoe_(1952_film);https://es.wikipedia.org/wiki/Ivanhoe_(película_de_1952);https://pt.wikipedia.org/wiki/Ivanhoe_(1952);5465083.0;Ivanhoe (1952 film);Ivanhoe (película de 1952);28176.0;Ivanhoe (1952);1313339.0;;;
1953.0;THE QUIET MAN (film);Não;https://en.wikipedia.org/wiki/The_Quiet_Man;https://es.wikipedia.org/wiki/The_Quiet_Man;https://pt.wikipedia.org/wiki/The_Quiet_Man;70428.0;The Quiet Man;The Quiet Man;416705.0;The Quiet Man;1633663.0;Mister Roberts.txt;Mister Roberts.txt;Mister Roberts (1955 film).txt
1953.0;MOULIN ROUGE (1952 film);Não;https://en.wikipedia.org/wiki/Moulin_Rouge_(1952_film);https://es.wikipedia.org/wiki/Moulin_Rouge_(película_de_1952);https://pt.wikipedia.org/wiki/Moulin_Rouge_(1952);594422.0;Moulin Rouge (1952 film);Moulin Rouge (película de 1952);2314818.0;Moulin Rouge (1952);2644301.0;Picnic (filme).txt;Picnic (película).txt;Picnic (1955 film).txt
1954.0;FROM HERE TO ETERNITY (film);Sim;https://en.wikipedia.org/wiki/From_Here_to_Eternity;https://es.wikipedia.org/wiki/De_aquí_a_la_eternidad;https://pt.wikipedia.org/wiki/From_Here_to_Eternity;42293.0;From Here to Eternity;De aquí a la eternidad;21386.0;From Here to Eternity;639558.0;A Rosa Tatuada.txt;La rosa tatuada (película).txt;The Rose Tattoo (film).txt
1954.0;THE ROBE (film);Não;https://en.wikipedia.org/wiki/The_Robe_(film);https://es.wikipedia.org/wiki/The_Robe;https://pt.wikipedia.org/wiki/The_Robe;7548602.0;The Robe (film);The Robe;1483105.0;The Robe;2073274.0;A Volta ao Mundo em 80 Dias (1956).txt;La vuelta al mundo en ochenta días (película de 1956).txt;Around the World in 80 Days (1956 film).txt
1954.0;ROMAN HOLIDAY (film);Não;https://en.wikipedia.org/wiki/Roman_Holiday;https://es.wikipedia.org/wiki/Roman_Holiday;https://pt.wikipedia.org/wiki/Roman_Holiday;76310.0;Roman Holiday;Roman Holiday;28785.0;Roman Holiday;1066710.0;Friendly Persuasion.txt;Friendly Persuasion.txt;Friendly Persuasion (1956 film).txt
1954.0;SHANE (film);Não;https://en.wikipedia.org/wiki/Shane_(film);https://es.wikipedia.org/wiki/Shane;https://pt.wikipedia.org/wiki/Shane;76351.0;Shane (film);Shane;27696.0;Shane;1255157.0;;;
1955.0;ON THE WATERFRONT (film);Sim;https://en.wikipedia.org/wiki/On_the_Waterfront;https://es.wikipedia.org/wiki/On_the_Waterfront;https://pt.wikipedia.org/wiki/On_the_Waterfront;42361.0;On the Waterfront;On the Waterfront;27161.0;On the Waterfront;166164.0;;;
1955.0;THE CAINE MUTINY (film);Não;https://en.wikipedia.org/wiki/The_Caine_Mutiny_(film);https://es.wikipedia.org/wiki/El_motín_del_Caine;https://pt.wikipedia.org/wiki/The_Caine_Mutiny;68047.0;The Caine Mutiny (film);El motín del Caine;26995.0;The Caine Mutiny;1608749.0;A Ponte do Rio Kwai.txt;El puente sobre el río Kwai.txt;The Bridge on the River Kwai.txt
1955.0;SEVEN BRIDES FOR SEVEN BROTHERS (film);Não;https://en.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers;https://es.wikipedia.org/wiki/Siete_novias_para_siete_hermanos;https://pt.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers;60174.0;Seven Brides for Seven Brothers;Siete novias para siete hermanos;1042387.0;Seven Brides for Seven Brothers;1922609.0;Sayonara.txt;Sayonara (película).txt;Sayonara.txt
1955.0;THREE COINS IN THE FOUNTAIN (film);Não;https://en.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(film);https://es.wikipedia.org/wiki/Three_Coins_in_the_Fountain_(película);https://pt.wikipedia.org/wiki/Three_Coins_in_the_Fountain;92539.0;Three Coins in the Fountain (film);Three Coins in the Fountain (película);8473277.0;Three Coins in the Fountain;4304578.0;12 Angry Men.txt;12 Angry Men (película de 1957).txt;12 Angry Men (1957 film).txt
1956.0;MARTY (film);Sim;https://en.wikipedia.org/wiki/Marty_(film);https://es.wikipedia.org/wiki/Marty;https://pt.wikipedia.org/wiki/Marty;13609396.0;Marty (film);Marty;854077.0;Marty;838278.0;Testemunha de Acusação (filme).txt;Testigo de cargo (película).txt;Witness for the Prosecution (1957 film).txt
1956.0;MISTER ROBERTS (film);Não;https://en.wikipedia.org/wiki/Mister_Roberts_(1955_film);https://es.wikipedia.org/wiki/Mister_Roberts;https://pt.wikipedia.org/wiki/Mister_Roberts;16040190.0;Mister Roberts (1955 film);Mister Roberts;2859575.0;Mister Roberts;1840281.0;;;
1956.0;PICNIC (film);Não;https://en.wikipedia.org/wiki/Picnic_(1955_film);https://es.wikipedia.org/wiki/Picnic_(película);https://pt.wikipedia.org/wiki/Picnic_(filme);92566.0;Picnic (1955 film);Picnic (película);29547.0;Picnic (filme);1070953.0;Cat on a Hot Tin Roof (filme).txt;Cat on a Hot Tin Roof (película).txt;Cat on a Hot Tin Roof (1958 film).txt
1956.0;THE ROSE TATTOO (film);Não;https://en.wikipedia.org/wiki/The_Rose_Tattoo_(film);https://es.wikipedia.org/wiki/La_rosa_tatuada_(película);https://pt.wikipedia.org/wiki/A_Rosa_Tatuada;18023344.0;The Rose Tattoo (film);La rosa tatuada (película);28651.0;A Rosa Tatuada;2324124.0;The Defiant Ones.txt;Fugitivos (película de 1958).txt;The Defiant Ones.txt
1957.0;AROUND THE WORLD IN 80 DAYS (film);Sim;https://en.wikipedia.org/wiki/Around_the_World_in_80_Days_(1956_film);https://es.wikipedia.org/wiki/La_vuelta_al_mundo_en_ochenta_días_(película_de_1956);https://pt.wikipedia.org/wiki/A_Volta_ao_Mundo_em_80_Dias_(1956);1133816.0;Around the World in 80 Days (1956 film);La vuelta al mundo en ochenta días (película de 1956);313635.0;A Volta ao Mundo em 80 Dias (1956);516258.0;Vidas Separadas.txt;Mesas separadas.txt;Separate Tables (film).txt
1957.0;FRIENDLY PERSUASION (film);Não;https://en.wikipedia.org/wiki/Friendly_Persuasion_(1956_film);https://es.wikipedia.org/wiki/Friendly_Persuasion;https://pt.wikipedia.org/wiki/Friendly_Persuasion;92580.0;Friendly Persuasion (1956 film);Friendly Persuasion;737330.0;Friendly Persuasion;3273595.0;Ben-Hur.txt;Ben-Hur (película de 1959).txt;Ben-Hur (1959 film).txt
1957.0;GIANT (film);Não;https://en.wikipedia.org/wiki/Giant_(1956_film);https://es.wikipedia.org/wiki/Gigante_(película_de_1956);https://pt.wikipedia.org/wiki/Giant_(filme);92582.0;Giant (1956 film);Gigante (película de 1956);25373.0;Giant (filme);393755.0;O Diário de Anne Frank.txt;El diario de Ana Frank (película).txt;The Diary of Anne Frank (1959 film).txt
1958.0;The Bridge on the River Kwai;Sim;https://en.wikipedia.org/wiki/The_Bridge_on_the_River_Kwai;https://es.wikipedia.org/wiki/El_puente_sobre_el_río_Kwai;https://pt.wikipedia.org/wiki/A_Ponte_do_Rio_Kwai;42856.0;The Bridge on the River Kwai;El puente sobre el río Kwai;25751.0;A Ponte do Rio Kwai;327851.0;;;
1958.0;Peyton Place (film);Não;https://en.wikipedia.org/wiki/Peyton_Place_(film);https://es.wikipedia.org/wiki/Peyton_Place_(película_de_1957);https://pt.wikipedia.org/wiki/Peyton_Place_(filme);896395.0;Peyton Place (film);Peyton Place (película de 1957);1084286.0;Peyton Place (filme);259094.0;The Apartment.txt;The Apartment.txt;The Apartment.txt
1958.0;Sayonara;Não;https://en.wikipedia.org/wiki/Sayonara;https://es.wikipedia.org/wiki/Sayonara_(película);https://pt.wikipedia.org/wiki/Sayonara;92596.0;Sayonara;Sayonara (película);27859.0;Sayonara;1070978.0;The Alamo (1960).txt;El Álamo (película de 1960).txt;The Alamo (1960 film).txt
1958.0;12 Angry Men (1957 film);Não;https://en.wikipedia.org/wiki/12_Angry_Men_(1957_film);https://es.wikipedia.org/wiki/12_Angry_Men_(película_de_1957);https://pt.wikipedia.org/wiki/12_Angry_Men;92605.0;12 Angry Men (1957 film);12 Angry Men (película de 1957);461169.0;12 Angry Men;512588.0;;;
1958.0;Witness for the Prosecution (1957 film);Não;https://en.wikipedia.org/wiki/Witness_for_the_Prosecution_(1957_film);https://es.wikipedia.org/wiki/Testigo_de_cargo_(película);https://pt.wikipedia.org/wiki/Testemunha_de_Acusação_(filme);92608.0;Witness for the Prosecution (1957 film);Testigo de cargo (película);27322.0;Testemunha de Acusação (filme);600584.0;;;
1959.0;GIGI (film);Sim;https://en.wikipedia.org/wiki/Gigi_(1958_film);https://es.wikipedia.org/wiki/Gigi;https://pt.wikipedia.org/wiki/Gigi_(filme);1740284.0;Gigi (1958 film);Gigi;1103551.0;Gigi (filme);639926.0;;;
1959.0;CAT ON A HOT TIN ROOF (film);Não;https://en.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(1958_film);https://es.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(película);https://pt.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(filme);3511234.0;Cat on a Hot Tin Roof (1958 film);Cat on a Hot Tin Roof (película);25758.0;Cat on a Hot Tin Roof (filme);1715029.0;Fanny (filme).txt;Fanny (película de 1961).txt;Fanny (1961 film).txt
1959.0;THE DEFIANT ONES (film);Não;https://en.wikipedia.org/wiki/The_Defiant_Ones;https://es.wikipedia.org/wiki/Fugitivos_(película_de_1958);https://pt.wikipedia.org/wiki/The_Defiant_Ones;92642.0;The Defiant Ones;Fugitivos (película de 1958);1041668.0;The Defiant Ones;2701502.0;Os Canhões de Navarone.txt;Los cañones de Navarone.txt;The Guns of Navarone (film).txt
1959.0;SEPARATE TABLES (film);Não;https://en.wikipedia.org/wiki/Separate_Tables_(film);https://es.wikipedia.org/wiki/Mesas_separadas;https://pt.wikipedia.org/wiki/Vidas_Separadas;18999171.0;Separate Tables (film);Mesas separadas;1018647.0;Vidas Separadas;1195906.0;;;
1960.0;BEN-HUR (1959 film);Sim;https://en.wikipedia.org/wiki/Ben-Hur_(1959_film);https://es.wikipedia.org/wiki/Ben-Hur_(película_de_1959);https://pt.wikipedia.org/wiki/Ben-Hur;1343342.0;Ben-Hur (1959 film);Ben-Hur (película de 1959);21383.0;Ben-Hur;210735.0;Judgment at Nuremberg.txt;Judgment at Nuremberg.txt;Judgment at Nuremberg.txt
1960.0;ANATOMY OF A MURDER (1959 film);Não;https://en.wikipedia.org/wiki/Anatomy_of_a_Murder;https://es.wikipedia.org/wiki/Anatomía_de_un_asesinato;https://pt.wikipedia.org/wiki/Anatomia_de_um_Crime;92684.0;Anatomy of a Murder;Anatomía de un asesinato;27810.0;Anatomia de um Crime;1061608.0;Lawrence da Arábia (filme).txt;Lawrence de Arabia (película).txt;Lawrence of Arabia (film).txt
1960.0;THE DIARY OF ANNE FRANK (1959 film);Não;https://en.wikipedia.org/wiki/The_Diary_of_Anne_Frank_(1959_film);https://es.wikipedia.org/wiki/El_diario_de_Ana_Frank_(película);https://pt.wikipedia.org/wiki/O_Diário_de_Anne_Frank;242821.0;The Diary of Anne Frank (1959 film);El diario de Ana Frank (película);304399.0;O Diário de Anne Frank;1306254.0;The Longest Day.txt;El día más largo (película).txt;The Longest Day (film).txt
1960.0;THE NUN'S STORY (1959 film);Não;https://en.wikipedia.org/wiki/The_Nun's_Story_(film);https://es.wikipedia.org/wiki/Historia_de_una_monja_(película);https://pt.wikipedia.org/wiki/The_Nun's_Story;7678668.0;The Nun's Story (film);Historia de una monja (película);243415.0;The Nun's Story;2313285.0;The Music Man.txt;Vivir de ilusión.txt;The Music Man (1962 film).txt
1961.0;THE APARTMENT (1960 film);Sim;https://en.wikipedia.org/wiki/The_Apartment;https://es.wikipedia.org/wiki/The_Apartment;https://pt.wikipedia.org/wiki/The_Apartment;43849.0;The Apartment;The Apartment;26772.0;The Apartment;485827.0;To Kill a Mockingbird (filme).txt;To Kill a Mockingbird (película).txt;To Kill a Mockingbird (film).txt
1961.0;THE ALAMO (1960 film);Não;https://en.wikipedia.org/wiki/The_Alamo_(1960_film);https://es.wikipedia.org/wiki/El_Álamo_(película_de_1960);https://pt.wikipedia.org/wiki/The_Alamo_(1960);1343178.0;The Alamo (1960 film);El Álamo (película de 1960);1041164.0;The Alamo (1960);1601445.0;Tom Jones (1963).txt;Tom Jones (película).txt;Tom Jones (1963 film).txt
1962.0;WEST SIDE STORY (1961 film);Sim;https://en.wikipedia.org/wiki/West_Side_Story_(1961_film);https://es.wikipedia.org/wiki/West_Side_Story_(película_de_1961);https://pt.wikipedia.org/wiki/West_Side_Story_(1961);4608223.0;West Side Story (1961 film);West Side Story (película de 1961);21235.0;West Side Story (1961);197373.0;Lilies of the Field (1963).txt;Los lirios del valle.txt;Lilies of the Field (1963 film).txt
1962.0;FANNY (1961 film);Não;https://en.wikipedia.org/wiki/Fanny_(1961_film);https://es.wikipedia.org/wiki/Fanny_(película_de_1961);https://pt.wikipedia.org/wiki/Fanny_(filme);1343245.0;Fanny (1961 film);Fanny (película de 1961);2408514.0;Fanny (filme);1071021.0;My Fair Lady.txt;My Fair Lady (película de 1964).txt;My Fair Lady (film).txt
1962.0;THE GUNS OF NAVARONE (1961 film);Não;https://en.wikipedia.org/wiki/The_Guns_of_Navarone_(film);https://es.wikipedia.org/wiki/Los_cañones_de_Navarone;https://pt.wikipedia.org/wiki/Os_Canhões_de_Navarone;6984559.0;The Guns of Navarone (film);Los cañones de Navarone;1016398.0;Os Canhões de Navarone;121933.0;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb.txt;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb.txt;Dr. Strangelove.txt
1962.0;JUDGMENT AT NUREMBERG (1961 film);Não;https://en.wikipedia.org/wiki/Judgment_at_Nuremberg;https://es.wikipedia.org/wiki/Judgment_at_Nuremberg;https://pt.wikipedia.org/wiki/Judgment_at_Nuremberg;92715.0;Judgment at Nuremberg;Judgment at Nuremberg;28491.0;Judgment at Nuremberg;1165378.0;Mary Poppins (filme).txt;Mary Poppins (película).txt;Mary Poppins (film).txt
1963.0;LAWRENCE OF ARABIA (1962 film);Sim;https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film);https://es.wikipedia.org/wiki/Lawrence_de_Arabia_(película);https://pt.wikipedia.org/wiki/Lawrence_da_Arábia_(filme);43452.0;Lawrence of Arabia (film);Lawrence de Arabia (película);25374.0;Lawrence da Arábia (filme);125439.0;Zorba, o Grego (filme).txt;Zorba, el griego (película).txt;Zorba the Greek (film).txt
1963.0;THE LONGEST DAY (1962 film);Não;https://en.wikipedia.org/wiki/The_Longest_Day_(film);https://es.wikipedia.org/wiki/El_día_más_largo_(película);https://pt.wikipedia.org/wiki/The_Longest_Day;1343139.0;The Longest Day (film);El día más largo (película);627393.0;The Longest Day;137844.0;The Sound of Music.txt;The Sound of Music.txt;The Sound of Music (film).txt
1963.0;MEREDITH WILLSON'S THE MUSIC MAN (1962 film);Não;https://en.wikipedia.org/wiki/The_Music_Man_(1962_film);https://es.wikipedia.org/wiki/Vivir_de_ilusión;https://pt.wikipedia.org/wiki/The_Music_Man;4845241.0;The Music Man (1962 film);Vivir de ilusión;2410355.0;The Music Man;3204263.0;Doutor Jivago (filme).txt;Doctor Zhivago (película).txt;Doctor Zhivago (film).txt
1963.0;MUTINY ON THE BOUNTY (1962 film);Não;https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1962_film);https://es.wikipedia.org/wiki/Mutiny_on_the_Bounty_(película_de_1962);https://pt.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1962);3992363.0;Mutiny on the Bounty (1962 film);Mutiny on the Bounty (película de 1962);28162.0;Mutiny on the Bounty (1962);1314219.0;;;
1963.0;TO KILL A MOCKINGBIRD (1962 film);Não;https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(film);https://es.wikipedia.org/wiki/To_Kill_a_Mockingbird_(película);https://pt.wikipedia.org/wiki/To_Kill_a_Mockingbird_(filme);4607980.0;To Kill a Mockingbird (film);To Kill a Mockingbird (película);5461437.0;To Kill a Mockingbird (filme);2166817.0;Darling (filme).txt;Darling (película).txt;Darling (1965 film).txt
1964.0;Tom Jones (1963 film);Sim;https://en.wikipedia.org/wiki/Tom_Jones_(1963_film);https://es.wikipedia.org/wiki/Tom_Jones_(película);https://pt.wikipedia.org/wiki/Tom_Jones_(1963);97732.0;Tom Jones (1963 film);Tom Jones (película);1083303.0;Tom Jones (1963);838245.0;;;
1964.0;America America;Não;https://en.wikipedia.org/wiki/America_America;https://es.wikipedia.org/wiki/América,_América_(película);https://pt.wikipedia.org/wiki/America,_America;68119.0;America America;América, América (película);2885460.0;America, America;1058799.0;A Man for All Seasons.txt;A Man for All Seasons.txt;A Man for All Seasons (1966 film).txt
1964.0;Cleopatra (1963 film);Não;https://en.wikipedia.org/wiki/Cleopatra_(1963_film);https://es.wikipedia.org/wiki/Cleopatra_(película_de_1963);https://pt.wikipedia.org/wiki/Cleópatra_(1963);4954774.0;Cleopatra (1963 film);Cleopatra (película de 1963);818098.0;Cleópatra (1963);904376.0;Alfie.txt;Alfie (película de 1966).txt;Alfie (1966 film).txt
1964.0;How the West Was Won (film);Não;https://en.wikipedia.org/wiki/How_the_West_Was_Won_(film);https://es.wikipedia.org/wiki/La_conquista_del_Oeste;https://pt.wikipedia.org/wiki/A_Conquista_do_Oeste;74387.0;How the West Was Won (film);La conquista del Oeste;1041025.0;A Conquista do Oeste;1908215.0;The Russians Are Coming, the Russians Are Coming.txt;¡Que vienen los rusos!.txt;The Russians Are Coming, the Russians Are Coming.txt
1964.0;Lilies of the Field (1963 film);Não;https://en.wikipedia.org/wiki/Lilies_of_the_Field_(1963_film);https://es.wikipedia.org/wiki/Los_lirios_del_valle;https://pt.wikipedia.org/wiki/Lilies_of_the_Field_(1963);97734.0;Lilies of the Field (1963 film);Los lirios del valle;904963.0;Lilies of the Field (1963);3076784.0;The Sand Pebbles.txt;The Sand Pebbles.txt;The Sand Pebbles (film).txt
1965.0;MY FAIR LADY (1964 film);Sim;https://en.wikipedia.org/wiki/My_Fair_Lady_(film);https://es.wikipedia.org/wiki/My_Fair_Lady_(película_de_1964);https://pt.wikipedia.org/wiki/My_Fair_Lady;4836072.0;My Fair Lady (film);My Fair Lady (película de 1964);2913973.0;My Fair Lady;429876.0;;;
1965.0;DR. STRANGELOVE;Não;https://en.wikipedia.org/wiki/Dr._Strangelove;https://es.wikipedia.org/wiki/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb;https://pt.wikipedia.org/wiki/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb;8695.0;Dr. Strangelove;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;46407.0;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;111839.0;No Calor da Noite (filme).txt;In the Heat of the Night.txt;In the Heat of the Night (film).txt
1965.0;MARY POPPINS (1964 film);Não;https://en.wikipedia.org/wiki/Mary_Poppins_(film);https://es.wikipedia.org/wiki/Mary_Poppins_(película);https://pt.wikipedia.org/wiki/Mary_Poppins_(filme);77856.0;Mary Poppins (film);Mary Poppins (película);220847.0;Mary Poppins (filme);559837.0;Doctor Dolittle (1967).txt;Doctor Dolittle (película de 1967).txt;Doctor Dolittle (1967 film).txt
1965.0;ZORBA THE GREEK (1964 film);Não;https://en.wikipedia.org/wiki/Zorba_the_Greek_(film);https://es.wikipedia.org/wiki/Zorba,_el_griego_(película);https://pt.wikipedia.org/wiki/Zorba,_o_Grego_(filme);45606.0;Zorba the Greek (film);Zorba, el griego (película);27700.0;Zorba, o Grego (filme);1431500.0;The Graduate.txt;El graduado.txt;The Graduate.txt
1966.0;THE SOUND OF MUSIC (1964 film);Sim;https://en.wikipedia.org/wiki/The_Sound_of_Music_(film);https://es.wikipedia.org/wiki/The_Sound_of_Music;https://pt.wikipedia.org/wiki/The_Sound_of_Music;4836239.0;The Sound of Music (film);The Sound of Music;381701.0;The Sound of Music;357220.0;Guess Who's Coming to Dinner.txt;Guess Who's Coming to Dinner.txt;Guess Who's Coming to Dinner.txt
1966.0;DOCTOR ZHIVAGO (1964 film);Não;https://en.wikipedia.org/wiki/Doctor_Zhivago_(film);https://es.wikipedia.org/wiki/Doctor_Zhivago_(película);https://pt.wikipedia.org/wiki/Doutor_Jivago_(filme);97758.0;Doctor Zhivago (film);Doctor Zhivago (película);23784.0;Doutor Jivago (filme);496476.0;Oliver!.txt;Oliver (película).txt;Oliver! (film).txt
1966.0;DARLING (1965 film);Não;https://en.wikipedia.org/wiki/Darling_(1965_film);https://es.wikipedia.org/wiki/Darling_(película);https://pt.wikipedia.org/wiki/Darling_(filme);97740.0;Darling (1965 film);Darling (película);1040978.0;Darling (filme);1635056.0;;;
1967.0;A Man for All Seasons (1966 film);Sim;https://en.wikipedia.org/wiki/A_Man_for_All_Seasons_(1966_film);https://es.wikipedia.org/wiki/A_Man_for_All_Seasons;https://pt.wikipedia.org/wiki/A_Man_for_All_Seasons;4836350.0;A Man for All Seasons (1966 film);A Man for All Seasons;322281.0;A Man for All Seasons;834487.0;;;
1967.0;Alfie (1966 film);Não;https://en.wikipedia.org/wiki/Alfie_(1966_film);https://es.wikipedia.org/wiki/Alfie_(película_de_1966);https://pt.wikipedia.org/wiki/Alfie;98503.0;Alfie (1966 film);Alfie (película de 1966);1040964.0;Alfie;1051094.0;Midnight Cowboy.txt;Midnight Cowboy.txt;Midnight Cowboy.txt
1967.0;The Russians Are Coming, the Russians Are Coming;Não;https://en.wikipedia.org/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming;https://es.wikipedia.org/wiki/¡Que_vienen_los_rusos!;https://pt.wikipedia.org/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming;98506.0;The Russians Are Coming, the Russians Are Coming;¡Que vienen los rusos!;2596026.0;The Russians Are Coming, the Russians Are Coming;1999139.0;;;
1967.0;The Sand Pebbles (film);Não;https://en.wikipedia.org/wiki/The_Sand_Pebbles_(film);https://es.wikipedia.org/wiki/The_Sand_Pebbles;https://pt.wikipedia.org/wiki/The_Sand_Pebbles;98508.0;The Sand Pebbles (film);The Sand Pebbles;737169.0;The Sand Pebbles;3069522.0;Butch Cassidy and the Sundance Kid.txt;Butch Cassidy and the Sundance Kid.txt;Butch Cassidy and the Sundance Kid.txt
1968.0;N THE HEAT OF THE NIGHT (1967 film);Sim;https://en.wikipedia.org/wiki/In_the_Heat_of_the_Night_(film);https://es.wikipedia.org/wiki/In_the_Heat_of_the_Night;https://pt.wikipedia.org/wiki/No_Calor_da_Noite_(filme);1715414.0;In the Heat of the Night (film);In the Heat of the Night;27025.0;No Calor da Noite (filme);639997.0;Z (filme).txt;Z (película).txt;Z (1969 film).txt
1968.0;Bonnie and Clyde (film);Não;https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film);https://es.wikipedia.org/wiki/Bonnie_y_Clyde_(película);https://pt.wikipedia.org/wiki/Bonnie_and_Clyde;68245.0;Bonnie and Clyde (film);Bonnie y Clyde (película);5691.0;Bonnie and Clyde;1060272.0;Patton (filme).txt;Patton (película).txt;Patton (film).txt
1968.0;DOCTOR DOLITTLE (1967 film);Não;https://en.wikipedia.org/wiki/Doctor_Dolittle_(1967_film);https://es.wikipedia.org/wiki/Doctor_Dolittle_(película_de_1967);https://pt.wikipedia.org/wiki/Doctor_Dolittle_(1967);99015.0;Doctor Dolittle (1967 film);Doctor Dolittle (película de 1967);8476360.0;Doctor Dolittle (1967);3055736.0;Aeroporto (filme).txt;Aeropuerto (película).txt;Airport (1970 film).txt
1968.0;THE GRADUATE (1967 film);Não;https://en.wikipedia.org/wiki/The_Graduate;https://es.wikipedia.org/wiki/El_graduado;https://pt.wikipedia.org/wiki/The_Graduate;29942.0;The Graduate;El graduado;25753.0;The Graduate;481067.0;MASH (filme).txt;MASH (película).txt;M*A*S*H (film).txt
1968.0;GUESS WHO'S COMING TO DINNER (1967 film);Não;https://en.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;https://es.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;https://pt.wikipedia.org/wiki/Guess_Who's_Coming_to_Dinner;70647.0;Guess Who's Coming to Dinner;Guess Who's Coming to Dinner;30392.0;Guess Who's Coming to Dinner;439639.0;Five Easy Pieces.txt;Mi vida es mi vida.txt;Five Easy Pieces.txt
1969.0;OLIVER! (1968 film);Sim;https://en.wikipedia.org/wiki/Oliver!_(film);https://es.wikipedia.org/wiki/Oliver_(película);https://pt.wikipedia.org/wiki/Oliver!;4836572.0;Oliver! (film);Oliver (película);853682.0;Oliver!;838264.0;Love Story (1970).txt;Love Story (película).txt;Love Story (1970 film).txt
1969.0;FUNNY GIRL (1968 film);Não;https://en.wikipedia.org/wiki/Funny_Girl_(film);https://es.wikipedia.org/wiki/Funny_Girl;https://pt.wikipedia.org/wiki/Funny_Girl;12064241.0;Funny Girl (film);Funny Girl;28274.0;Funny Girl;357975.0;The French Connection.txt;The French Connection.txt;The French Connection (film).txt
1970.0;Midnight Cowboy;Sim;https://en.wikipedia.org/wiki/Midnight_Cowboy;https://es.wikipedia.org/wiki/Midnight_Cowboy;https://pt.wikipedia.org/wiki/Midnight_Cowboy;42147.0;Midnight Cowboy;Midnight Cowboy;26990.0;Midnight Cowboy;565261.0;Nicholas and Alexandra.txt;Nicolás y Alejandra.txt;Nicholas and Alexandra.txt
1970.0;Butch Cassidy and the Sundance Kid;Não;https://en.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;https://es.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;https://pt.wikipedia.org/wiki/Butch_Cassidy_and_the_Sundance_Kid;99031.0;Butch Cassidy and the Sundance Kid;Butch Cassidy and the Sundance Kid;2446267.0;Butch Cassidy and the Sundance Kid;504399.0;Cabaret (filme).txt;Cabaret (película).txt;Cabaret (1972 film).txt
