,Topic,Probability,Document
106,-1,0.6313519088894355,"In 1986, five-year-old Saroo lives with his elder brother Guddu, his baby sister Shakheila, and his mother in Khandwa, India. Guddu and Saroo steal coal from freight trains to trade for milk and food. Saroo accompanies Guddu to work overnight, and they arrive at a nearby train station, where Saroo falls asleep on a bench and is unable to find Guddu upon waking up. He searches for him on an empty train, only to fall asleep in one of the compartments and awake sometime later to find the train in motion and the doors locked. After several days, the train arrives in faraway Calcutta, where Saroo does not understand the local Bengali language. He tries to obtain a ticket home, but the attendant does not recognise the name of his village, which Saroo says is ""Ganestalay"". He spends the night in the station with some street children, but is forced to flee when a group of men try to kidnap them."
107,7,1.0,"A British tramp steamer named the SS Glencairn is on the long voyage home from the West Indies to Baltimore, and then to England during World War II. The crew is a motley, fun-loving, hard-drinking lot. Among them is their consensus leader, a middle-aged Irishman named Driscoll; a young Swedish ex-farmer, Ole Olsen; a spiteful steward nicknamed Cocky; a brooding Lord Jim-like Englishman, Smitty; and a burly, thoroughly dependable bruiser, Davis. On a sultry night in a port in the West Indies, the crew has been confined to the ship by order of the captain, but Drisk has arranged to import a boatload of local ladies. The crew carouse until a drunken brawl breaks out and the ladies are ordered off the ship and denied any of their promised compensation. The next day the ship sails to pick up its cargo for its return trip to England. When the crew discovers that the cargo is high explosives, they rebel, but are easily cowed into submission by the captain and the ship sails."
108,-1,0.37003926071506466,"At Chicago's fictional Lincoln International Airport, a Trans Global Airlines (TGA) Boeing 707 flight crew misjudge their turn from Runway 29 onto the taxiway, becoming stuck in the snow and closing that runway. Airport manager Mel Bakersfeld is forced to work overtime, causing tension with his wife, Cindy. A divorce seems imminent as he nurtures a closer relationship with a co-worker, customer relations agent Tanya Livingston."
109,4,1.0,"The film tells the story of two migrant field workers in California during the Great Depression, George Milton and the mentally-challenged Lennie Small, who hope to one day attain their shared dream of settling down on their own piece of land."
110,1,0.375463447209208,"On August 22, 1972, first-time crook Sonny Wortzik, and his friends Salvatore ""Sal"" Naturile and Stevie attempt to rob the First Brooklyn Savings Bank. The plan immediately goes awry when Stevie loses his nerve and flees. Sonny discovers they arrived after the daily cash pickup, and find only $1,100 in cash."
111,3,0.417428350695033,"Crown Princess Ann is on a tightly scheduled tour of European capital cities for her unnamed nation. After an especially hard day in Rome, her doctor gives her an injection and advises: ""Best thing I know is to do exactly what you wish for a while."" She secretly leaves the embassy to explore the city and, as the drug takes effect, falls asleep atop a low wall, where Joe Bradley, an American reporter, finds her. Without recognizing her, he thinks she is intoxicated and takes her to his apartment to sleep it off."
112,-1,0.20658768095261493,Virginia Cunningham is an apparently schizophrenic patient at a mental hospital called the Juniper Hill State Hospital. She hears voices and seems so out of touch with reality that she does not recognize her husband Robert.
113,4,0.08609466568160554,"The story opens with Georges Iscovescu recounting his story to a Hollywood film director at Paramount in an effort to earn some quick cash. Georges is a Romanian-born gigolo who has arrived in a Mexican border town seeking entry to the US. He has to endure a waiting period of up to eight years in order to obtain a quota number, living with other hopeful immigrants in the Esperanza Hotel. After six months he is broke and unhappy. When he runs into his former dancing partner, Anita Dixon, she explains how she quickly obtained US citizenship by marrying an American, who she then, just as quickly, divorced."
114,-1,0.3104906236995,"On November 4, 1979, Iranian Islamists storm the United States Embassy in Tehran in retaliation for President Jimmy Carter giving the Shah, an absolute monarch who was supported by Western powers, asylum in the U.S. during the Iranian Revolution, for cancer treatment. Sixty-six of the embassy staff are taken as hostages, but six avoid capture and are sheltered in the home of Canadian Ambassador Ken Taylor."
115,-1,0.20826081522322648,Part one
116,4,0.6389096165429786,"The film is set during the Belle Époque at the turn of the 20th century. While in Bois de Boulogne, Honoré Lachaille remarks that in Paris, marriage is not the sole option for wealthy young bon vivants like his nephew Gaston, who is bored with life. Gaston does enjoy spending time with Madame Alvarez and her granddaughter, precocious, carefree Gilberte, affectionately known as Gigi. Gigi's mother (a singer who is heard but never seen onscreen) leaves her care mostly to Madame Alvarez."
117,1,0.13051812531766344,"Banker Sam Wheat and his artist girlfriend Molly Jensen move into a Manhattan loft with the help of Sam's friend and co-worker Carl Bruner. One night, the couple are attacked on the street by a mugger, and though Sam appears to chase him away, he returns to a devastated Molly cradling his bloodied corpse and realizes he is dead. A bright beam of light shines down on Sam but he walks towards Molly and the light disappears."
118,-1,0.2113259856051538,"Stage actor and director Yūsuke Kafuku lives in Tokyo with his wife Oto, a screenwriter who conceives her stories during sex and narrates them to him. He learns his lines by listening to tapes recorded by Oto, while driving his red Saab 900 Turbo. After Yūsuke performs in Waiting for Godot, Oto introduces him to young television star Kōji Takatsuki. Yūsuke returns home early one day and finds his wife having sex with Kōji, but does not disturb them. After a car crash, Yūsuke discovers he has glaucoma in one eye and must take eyedrops to prevent blindness. One day, Oto asks to have a serious conversation with Yūsuke. After he spends the day driving alone, Yūsuke returns home to find Oto dead from a brain hemorrhage. After the funeral, Yūsuke breaks down while performing the title role in Uncle Vanya."
119,0,1.0,"Erica Benton works part-time at a SoHo art gallery and is in a seemingly happy marriage to Martin, a successful businessman. They live together with their teenage daughter Patti in an upscale Upper East Side apartment. Martin, however, has been having a year-long affair with a much younger woman named Marcia. When he confesses to Erica that he loves his mistress and wants to marry her, Erica is devastated, and Martin moves out."
120,1,0.2798854520696062,"In 1959, the Clutter family murders take place on their Kansas farm. While reading The New York Times, Truman Capote is riveted by the story and calls The New Yorker magazine editor William Shawn to tell him that he plans to document the tragedy."
121,-1,0.6611945287623218,"In 2006, 18-year-old Jamal Malik, an Indian Muslim from the Juhu slum of Mumbai, is a contestant on Kaun Banega Crorepati. Before answering the final ₹20 million question, he is detained and tortured by the police, who suspect him of cheating. Through a series of flashbacks, he recounts the incidents in his life that provided him with each answer."
122,3,1.0,"In 1858, 14-year-old Bernadette Soubirous lives in poverty with her family in Lourdes, France. She is shamed by her Catholic school teacher, Sister Vauzou for falling behind in her studies because of her asthma. That afternoon, while fetching firewood with her sister Marie and a friend, Bernadette waits for them in the Massabielle grotto. Distracted by a strange breeze and a change in the light, Bernadette sees a beautiful lady clad in white, standing on a rock niche. Bernadette tells her companions what she saw, and they promise not to tell anyone else. However, Marie tells their mother when they return home, and the story soon spreads all over Lourdes."
123,-1,0.6028261435626239,"Harvey Cheyne is the spoiled son of American business tycoon Frank Burton Cheyne. Harvey is shunned by his classmates at a private boarding school, and eventually suspended for bad behavior. His father therefore takes him on a business trip to Europe, travelling there by trans-Atlantic steamship. Mid-passage, Harvey falls overboard in the Grand Banks of Newfoundland. He is rescued by a Portuguese-American fisherman, Manuel Fidello, and taken aboard the fishing schooner ""We're Here"", from Gloucester, Massachusetts."
124,5,0.5747912311731058,"Professor Kantorek gives an impassioned speech to his German students about the glory of serving in the Army and ""saving the Fatherland"". On the brink of becoming men, the boys in his class, led by Paul Bäumer, are moved to join the army as the new 2nd Company.  Their romantic delusions are quickly broken during their brief but rigorous training under the abusive Corporal Himmelstoss."
125,2,1.0,"On the morning of the Macy's Thanksgiving Day Parade, the man playing Santa Claus is drunk. An old man named Kris Kringle discovers this and indignantly complains to event director Doris Walker. Noticing that Kris resembles Santa Claus, Doris persuades Kris to play Santa in the parade himself. Kris is well received and is subsequently hired to play Santa at Macy's New York City store on 34th Street."
126,0,0.2562977478738222,"In 1973 San Fernando Valley, 15-year-old actor Gary Valentine meets Alana Kane, a 25-year-old photographer's assistant, at his school picture day. She is put off by his invitation to dinner that evening, but shows up anyway."
127,0,0.45658324199537365,"An energetic new teacher, James Leeds, arrives at a school for the deaf and hard of hearing in New England. He soon sees a young deaf woman, Sarah Norman, working as a janitor. Sarah, a former top student, is not well regarded by the hearing staff, but seems to integrate well with the deaf students. James begins to try to talk with her, arranging a meeting through her boss, pursuing her after school while she is attempting to clean, and persisting despite being rejected several times. She eventually agrees to go to dinner, and from the sidelines he watches her dance as she feels the music."
128,4,0.11055475326624029,"In 1900 in Paris, Christian, a young writer depressed about the recent death of the woman he loved, begins writing their story on his typewriter."
129,-1,0.21039900757354124,"During a 1978 funeral service in London in honour of the life of Harold Abrahams, headed by his former colleague Lord Andrew Lindsay, there is a flashback to when he was young and in a group of athletes running along a beach. "
130,-1,0.37351945581027857,"Riveter ""Chesty"" O'Connor and his best friend ""Droopy"" join the US Navy to annoy O'Connor's nemesis, Chief Petty Officer ""Biff"" Martin. O'Connor gets himself court-martialled for being AWOL while visiting Martin's sister Dorothy. Disgruntled at his treatment, O'Connor angrily derides the Navy and finds himself ostracized by his fellow sailors."
131,0,0.28218377152879764,"Dancer and divorcee Paula McFadden (Marsha Mason) and her ten-year-old daughter Lucy (Quinn Cummings) live in a Manhattan apartment with her married boyfriend, Tony DeForrest. Coming home from shopping, Paula finds Tony gone as he had deserted her to travel to Italy for a film role. Prior to his departure (and unbeknownst to Paula), Tony sublet the apartment to Elliot Garfield (Richard Dreyfuss), a neurotic but sweet aspiring actor from Chicago, who shows up in the middle of the night expecting to move in. Paula, who is demanding, cynical, and neurotic, makes it clear that she does not like Elliot but reluctantly lets him move in. "
132,0,0.673129791634359,"Judith ""Judy"" Traherne, is a young, carefree, hedonistic Long Island socialite and heiress with a passion for horses, fast cars, and too much smoking and drinking. She initially ignores severe headaches and brief episodes of dizziness and double vision, but when she uncharacteristically takes a spill while riding and then tumbles down a flight of stairs, her secretary and best friend Ann King insists she see the family doctor, who refers her to a specialist."
133,-1,0.6038063235804692,"Sally Matthews is a young waitress from Saskatchewan, Canada, working at an oyster bar in an Atlantic City casino. She has dreams of becoming a blackjack dealer, going through dealer training under the tutelage of Joseph. Joseph, from France, encourages her to learn French and become a dealer in Monte Carlo."
134,5,0.2994361090692066,"In the Gulf of St. Lawrence, U-37, a German U-boat, sinks a Canadian freighter, then evades the RCN and RCAF by sailing into Hudson Bay. While a raiding party of six is ashore in search of food and fuel, the U-boat is sunk by RCAF bombers. The six survivors set out for the neutral United States, led by Lieutenants Hirth and Kuhnecke."
135,5,0.13636942213449366,"At the 1972 Summer Olympics in Munich, the Palestinian militant group Black September carried out a terrorist attack resulting in the deaths of 11 members of the Israeli Olympic team. Avner Kaufman, a Mossad agent of German-Jewish descent, is chosen to lead a mission to assassinate 11 Palestinians allegedly involved in the massacre. At the direction of his handler Ephraim, to give the Israeli government plausible deniability, Kaufman resigns from Mossad and operates with no official ties to Israel. His team includes four Jewish volunteers from around the world: South African driver Steve, Belgian toy-maker and explosives expert Robert, former Israeli soldier and ""cleaner"" Carl, and German antiques dealer and document forger Hans from Frankfurt. They are given information by a French informant, Louis, whose family's history is connected to Communist guerillas."
136,5,0.3266950617721691,"A Soviet Navy submarine called Sprut (Russian: Спрут, lit. 'Octopus') draws too close to the New England coast one September morning when its captain wants to take a good look at North America and runs aground on a sandbar near the fictional Gloucester Island, off the New England coast, with a population of about 200 local residents. Rather than radio for help and risk an embarrassing international incident, the captain sends a nine-man landing party, headed by his zampolit (lit. 'political officer') Lieutenant Yuri Rozanov, to find a motor launch to help free the submarine from the bar. The men arrive at the house of Walt Whittaker, a vacationing playwright from New York City. Whittaker is eager to get his wife Elspeth and two children, obnoxious but precocious 9+1⁄2-year-old Pete and 3-year-old Annie, off the island now that summer is over."
137,2,0.6508791392012856,"In Philadelphia, child psychologist Malcolm Crowe is at home with his wife, Anna, when Vincent Grey, a former patient Malcolm had treated, breaks into their house. Vincent accuses Malcolm of failing him before shooting Malcolm and then himself."
138,0,1.0,"It is 1932, the depths of the Great Depression, and noted Broadway producers Jones and Barry are putting on Pretty Lady, a musical starring Dorothy Brock. She is involved with wealthy Abner Dillon, the show's ""angel"" (financial backer), but while she is busy keeping him both hooked and at arm's length, she is secretly seeing her old vaudeville partner, out-of-work Pat Denning."
139,0,0.2964625555637961,"Jerry Warriner tells his wife he is going on vacation to Florida, but instead spends the week at his sports club in New York City. He returns home to find that his wife, Lucy, spent the night in the company of her handsome music teacher, Armand Duvalle. Lucy claims his car broke down unexpectedly. Lucy discovers that Jerry did not actually go to Florida. Their mutual suspicion results in divorce proceedings, with Lucy winning custody of their dog. The judge orders the divorce finalized in 90 days."
140,-1,0.6585337250593426,"In 1939, Stan Carlisle hides a corpse under the floorboards of a run-down house before setting the house ablaze. That evening, he walks into a traveling carnival and watches a geek show in which a deranged man eats a live chicken. Stan runs into the carnival's strongman and is offered a temporary job for the night. He is subsequently convinced by carnival owner Clem to stay and begins working with ""Madame Zeena"", the carnival's clairvoyant act, and her alcoholic husband Pete."
141,0,0.45817492776687346,"In 1961 London, Jenny Mellor is a bright and beautiful 16-year-old schoolgirl who wishes to attend University of Oxford. Her studies are controlled by her strict, overbearing father, Jack. After youth orchestra rehearsals, Jenny waits at a bus stop on the street in the rain when she meets David Goldman, a seductive older man driving a Bristol 405. Telling her that he is a music lover and that he is worried about her cello getting wet, David convinces Jenny to put her cello in his car while she walks alongside. As the rain becomes stronger, Jenny asks David if she can sit inside his car. The two continue talking about music and, before being dropped off, Jenny confesses that she will be able to do whatever she wants when she reaches university, such as going to art galleries and watching French films, wishing for a life of culture and luxury. The following week, David leaves flowers on Jenny's front porch, wishing her luck at her youth orchestra's concert. Later, she sees him outside the cafe she and her friends are in and approaches him. After a little small talk, David asks Jenny if she is free to go see a concert and have supper with him and his friends. She happily agrees and thanks him."
142,0,1.0,"In 2002, 6-year-old Mason Evans lives with his divorced mother, Olivia, and 8-year-old sister, Samantha, in a small town in Texas. Mason overhears Olivia arguing with her boyfriend, saying she has no free time due to parenting. "
143,-1,0.2049033419512517,"The Oklahoma land rush of 1889 prompts thousands to travel to the Oklahoma Territory to grab free government land; Yancey Cravat and his young bride, Sabra, cross the border from Kansas to join the throngs. In the ensuing race, Yancey is outwitted by a young prostitute, Dixie Lee, who takes the prime piece of real estate, the Bear Creek claim, that Yancey had targeted for himself."
144,5,0.40040874711490865,"During the Napoleonic Wars, Captain Jack Aubrey of frigate HMS Surprise is ordered to intercept the heavy frigate Acheron, a French privateer. Acheron surprises Surprise off the coast of Brazil, causing heavy damage while easily withstanding Surprise's return fire. Jolly boats are used to tow Surprise into a fog bank, ending the battle. Aubrey's officers tell him that Surprise is no match for Acheron, and that they should abandon the chase. Aubrey responds that Acheron must not be allowed to plunder the British whaling fleet and orders Surprise refitted at sea, rather than a lengthy return to port for repairs. Shortly afterward, Acheron again ambushes Surprise, but Aubrey slips away in the night by using a decoy raft and ship's lamps."
145,2,1.0,"Ray Charles Robinson is raised in poverty in Florida by his mother, Aretha. Learning to play piano at an early age, Ray is haunted by the accidental death of his younger brother George, who drowns in their mother's washbasin. Ray loses his vision by age seven and becomes completely blind. Aretha teaches him to be independent, eventually sending him to a school for the deaf and blind."
146,8,0.36048584501213515,"At the Guantanamo Bay Naval Base in Cuba, Private William Santiago, a United States Marine, is tied up and beaten in the middle of the night. After he is found dead, Lance Corporal Harold Dawson and Private First Class Louden Downey are accused of his murder and face a court-martial. Their defense is assigned to United States Navy JAG Corps Lieutenant Daniel Kaffee, a callow lawyer with a penchant for plea bargains."
147,0,0.24251473256923317,"In 1963, narrator Aibileen Clark is an African-American domestic worker in Jackson, Mississippi. She works for socialite Elizabeth Leefolt, raising her two-year-old daughter Mae Mobley, whom Elizabeth emotionally neglects. Aibileen's best friend, Minny Jackson, works for Mrs. Walters and her manipulative daughter Hilly Holbrook, who leads the women's socialite group."
148,5,0.14231279610789396,"In 1940, German engineer Kurt Muller, his American wife Sara, and their children Joshua, Babette, and Bodo cross the Mexican border into the United States to visit Sara's brother David Farrelly and their mother Fanny in Washington, D.C. For the past 17 years, the Muller family has lived in Europe, where Kurt responded to the rise of Nazism by engaging in anti-fascist activities. Sara tells her family they are seeking peaceful sanctuary on American soil, but their quest is threatened by the presence of house guest Teck de Brancovis, an opportunistic Romanian count who has been conspiring with the German Embassy. Teck, married to the younger Marthe, tries to force her to learn more about the Mullers.  She and David are attracted to each other and she finds her husband's politics horrendous."
149,1,1.0,"In 1957 New York City, Rudolf Abel is arrested and charged with spying for the Soviet Union. Lawyer James B. Donovan, formerly general counsel to the Office of Strategic Services but now in private practice in insurance law, is appointed to be Abel's legal counsel. Committed to the principle that the accused deserves a vigorous defense, he mounts the best defense of Abel he can, declining along the way to cooperate in the attempts of the Central Intelligence Agency (the successor to his former employer, the OSS) to induce him to violate the confidentiality of his communications with his client."
150,-1,0.6106178816369776,"On October 28, 2003, 19-year-old Harvard University sophomore Mark Zuckerberg is dumped by his girlfriend, Erica Albright. Returning to his dorm, Zuckerberg writes an insulting post about Albright on his LiveJournal blog. He creates a campus website called Facemash by downloading photos of female students from house  face books, then allowing site visitors to rate their attractiveness. After traffic to the site crashes parts of Harvard's computer network, Zuckerberg is given six months of academic probation. However, Facemash's popularity attracts the attention of twins Cameron and Tyler Winklevoss and their business partner Divya Narendra. The trio invites Zuckerberg to work on Harvard Connection, a social network exclusive to Harvard students and aimed at dating. Zuckerberg approaches his friend Eduardo Saverin with an idea for Thefacebook, a social networking website that would be exclusive to Ivy League students. Saverin provides $1,000 in seed funding, allowing Zuckerberg to build the website, which quickly becomes popular. When they learn of Thefacebook, the Winklevoss twins and Narendra are incensed, believing that Zuckerberg stole their idea while misleading them by stalling development on the Harvard Connection website. They raise their complaint with Harvard President Larry Summers, who is dismissive and sees no value in disciplinary action on Thefacebook or Zuckerberg."
151,7,0.6964430425657726,"In 1845, in the small port town of Puddleby-on-the-Marsh, in western England, Matthew Mugg brings his young friend Tommy Stubbins with him when he takes an injured duck to his friend, the eccentric Doctor John Dolittle, who he claims is the best veterinarian in the world because he can talk to animals. A former medical doctor, Dolittle lives with a large menagerie of various creatures, including a talking blue-and-yellow macaw named Polynesia, a chimpanzee named Chee-Chee, a dog named Jip, and a piglet named Gub-Gub. He explains that the many animals he kept in his home created havoc with his human patients who began to go elsewhere for their medical needs, so his sister Sarah who served as his housekeeper demanded that he dispose of the animals or she would leave. He chose the animals. Polynesia then revealed that she could speak over 2,000 animal languages and offered to teach Dolittle so he could become an animal doctor. Dolittle says he can now speak nearly 500 animal languages and he is currently in the process of learning how to speak with sea creatures for an upcoming expedition to search for the legendary Great Pink Sea Snail."
152,1,0.17147116419789346,"In September 1975, Howard Beale, the longtime anchor for the UBS Evening News, learns from friend and news division president Max Schumacher that he has just two more weeks on the air because of declining ratings. The following night, Beale announces to his audience that he will commit suicide on next Tuesday's newscast. UBS tries to immediately fire Beale, but Schumacher intervenes so that he can have a dignified farewell. Beale promises to apologize for his outburst, but once on the air, he launches into a rant about life being ""bullshit"". Beale's outburst causes ratings to spike, and much to Schumacher's dismay, UBS executives decide to exploit the situation. When Beale's ratings soon top out, programming chief Diana Christensen reaches out to Schumacher with an offer to help ""develop"" Beale's show. He declines the professional proposal but accepts her more personal pitch; the two begin an affair."
153,-1,0.19395758099963334,Nicole 'Nic' and Jules Allgood are a married lesbian couple living in the Los Angeles area. Nic is an obstetrician and Jules is a housewife who is starting a landscape design business. Each has given birth to a child using the same sperm donor.
154,0,0.1656516013377795,"Set in and around New York City just before and following World War I, the story opens with Ziegfeld Follies star Fanny Brice awaiting her husband Nick Arnstein to arrive at the theater, and then moves into an extended flashback focusing on their meeting, marriage, and Fanny's rise to stardom."
155,3,1.0,"In 1558, forty-two year old Catholic Queen Mary I of England, the daughter of Henry VIII and his first wife, Catherine of Aragon, dies, presumably from a cancerous tumor in her womb. Mary's heir presumptive and twenty-five year old half sister, Lady Elizabeth, daughter of Henry and his second wife, Anne Boleyn, was under house arrest for suspected involvement in Thomas Wyatt the Younger's rebellion, is now freed from her imprisonment and crowned as Queen of England."
156,0,0.24811810217915264,"In 1915, married journalist and suffragist Louise Bryant encounters the radical journalist John Reed for the first time at a lecture in Portland, Oregon, and is intrigued with his idealism. After meeting him for an interview on international politics that lasts an entire night, she realizes that writing has been her only escape from her frustrated existence. Inspired to leave her husband, Bryant joins Reed in Greenwich Village, New York City, and becomes acquainted with the local community of activists and artists, including anarchist and author Emma Goldman and the playwright Eugene O'Neill."
157,8,0.47203661460076174,"On the northwest frontier of India during the British Raj, Scottish Canadian  Lieutenant Alan McGregor, in charge of newcomers, welcomes two replacements to the 41st Bengal Lancers: Lieutenant John Forsythe and Lieutenant Donald Stone, the son of the unit's commander, Colonel Tom Stone. Lieutenant Stone, a ""cub"" (meaning a newly commissioned officer), eagerly anticipated serving on the Indian frontier, particularly because he specifically was requested and assumed that his father sent for him; Lieutenant Forsythe, an experienced cavalrymen and something of a teasing character, was sent out as a replacement for an officer who was killed in action. "
158,0,1.0,"Farm girl Esther Victoria Blodgett yearns to become a Hollywood actress. Although her aunt and father discourage such thoughts, Esther's grandmother gives Esther her savings to follow her dream."
159,7,0.2701087654279724,"In 1860 Paris, a distraught man murders his wife's doctor. Chemist Louis Pasteur (Paul Muni) has publicized the theory that microbes cause diseases. Therefore, doctors should avoid spreading by washing their hands and sterilizing their instruments in boiling water. The doctor did not do this, and the wife died of puerperal fever after giving birth."
160,2,0.3227880665660985,"Unemployed television writer Murray Burns (Jason Robards) lives in a cluttered New York City studio apartment with his 12-year-old nephew, Nick (Barry Gordon). Murray has been unemployed for five months after quitting his previous job writing jokes for a children's television show called Chuckles the Chipmunk. Nick, the son of Murray's unwed sister, was left with Murray seven years earlier."
161,-1,0.16655889418457348,"In late 1823, fur trapper Hugh Glass guides Captain Andrew Henry's trappers through the territory of the present-day Dakotas. While he and his half-Pawnee son, Hawk, are hunting, the company's camp is attacked by an Arikara war party which is seeking to recover its chief's abducted daughter, Powaqa. Many of the trappers are killed during the fight, and the rest of them escape onto a boat. Guided by Glass, the survivors begin a trek to Fort Kiowa on foot because Glass believes that traveling downriver will make them vulnerable. After docking, the crew stash their pelts near the shore."
162,2,1.0,"Seventeen-year-old Michael ""Big Mike"" Oher has been in foster care with different families in Tennessee, due to his biological mother's drug addiction, but every time he is placed in a new home, he runs back to her. His friend's father, on whose couch Michael has been sleeping, asks Burt Cotton, the football coach of Wingate Christian School, to help get his son and Michael enrolled. Impressed by Mike's size and athleticism, Cotton gets him admitted despite his poor academic record. Michael is befriended by a younger student named Sean Tuohy Jr. (""SJ""). SJ's mother, Leigh Anne, is a strong-minded interior designer and the wife of wealthy businessman Sean Sr."
163,8,1.0,"In 1969 during the Vietnam War, jaded MACV-SOG operative Captain Benjamin L. Willard is summoned to I Field Force headquarters in Nha Trang. The officers there tell him that U.S. Army Special Forces Colonel Walter E. Kurtz is waging a brutal war against NVA, Viet Cong, and Khmer Rouge forces without permission from his commanders. He is based at a remote jungle outpost in eastern Cambodia, where he commands American, Montagnard, and local Khmer militia troops. These troops view him as a demigod. Willard is ordered to ""terminate Kurtz's command... with extreme prejudice."" He joins a U.S. Navy river patrol boat (PBR) commanded by Chief Petty Officer Phillips, with crewmen Lance, ""Chef,"" and ""Mr. Clean"" to quietly navigate up the Nùng River to Kurtz's outpost."
164,0,1.0,"In the small midwestern town of Kings Row, in 1890, five children know, and play with, each other: Parris Mitchell, a polite, clever little boy who lives with his grandmother; pretty blonde Cassandra Tower, daughter of the secretive Dr. Alexander Tower and a mother that is seen only through the upstairs window; the orphaned but wealthy and fun-loving Drake McHugh who is best friends with Parris; Louise Gordon, daughter of the town physician Dr. Henry Gordon; and the tomboy Randy Monaghan, from the ""wrong side of the tracks"", whose father, Tom, is a railroad worker."
165,1,0.4531128141621907,"In Arizona, a bandit known as the Cisco Kid robs a stagecoach. Word of this deed reaches to Sergeant Micky Dunn, who is tasked by his superior to bring in the Cisco Kid dead or alive, with a $5,000 reward promised once he succeeds. They meet in a barber shop, though Dunn is unaware of the Cisco Kid's true identity and passes him off as a friendly civilian. When he leaves, the local blacksmith tells him that was the Cisco Kid, much to Dunn's chagrin."
166,3,1.0,"An enchantress disguised as a beggar woman visits the castle of a cruel and selfish prince, offering him an enchanted rose in exchange for shelter from a storm. When he refuses, she reveals her identity and transforms the prince into a beast and his servants into household objects. She warns the prince that the spell will only be broken if he learns to love another and be loved in return before the last petal falls, or he will remain a beast forever."
167,5,0.14019096686727642,"In 1945, Otto Frank returns to Amsterdam after World War II ended. After climbing the stairs to a deserted garret, he is joined and comforted by Miep Gies and Viktor Kugler, office workers who shielded him and his family from the Nazis. Otto begins to search for the diary written by his youngest daughter, Anne. Miep promptly retrieves it for him and he receives solace reading the words written by Anne three years earlier."
168,5,1.0,"In 1943, the Axis powers plan an assault on the island of Kheros, where 2,000 British soldiers are marooned, to display their military strength and convince neutral Turkey to join them. Rescue by the Royal Navy is prevented by two massive radar-directed large-calibre guns on (fictional) nearby Navarone Island. When aerial bombing efforts fail, Allied Intelligence gathers a commando unit to infiltrate Navarone and destroy the guns. Led by Major Roy Franklin, the team is composed of Captain Keith Mallory, a renowned spy and an officer with the Long Range Desert Group (LRDG); Colonel Andrea Stavros from the Greek Army; Franklin's best friend Corporal Miller, an explosives expert and former chemistry professor; Greco-American Spyros Pappadimos, a native of Navarone; and ""The Butcher of Barcelona"" Brown, an engineer and expert knife fighter."
169,-1,0.6171425901279779,"Before America's entry into World War I, Alvin York is a poor, young farmer in rural Tennessee, living with his widowed mother, sister, and younger brother. Alvin's leisure time is spent fighting and getting drunk with friends. Alvin's goal is to purchase a piece of farmland, fertile ""bottomland"". Alvin works hard to acquire the price for the land, and is given an extension by the owner. Alvin's sharpshooting skills enable him to raise the money needed, but the owner reneges, making Alvin angry and bitter. En route to seek revenge, Alvin and his mule are struck by lightning. The incident prompts Alvin to rejoin his church. "
170,0,0.5589882976066252,"The young Lillian Hellman and her friend Julia, daughter of a wealthy family being brought up by her grandparents in the United States, enjoy a childhood together and a very close friendship in late adolescence. Later, while medical student Julia attends the University of Oxford and the University of Vienna and studies with such luminaries as Sigmund Freud,  Lillian, a struggling writer, suffers through revisions of her play with her mentor and lover, famed author Dashiell Hammett, at a beach house."
171,4,1.0,"The film chronicles the life of a working-class Ulster Protestant family from the perspective of their nine-year-old son Buddy during The Troubles in Belfast, Northern Ireland. Buddy's father Pa works overseas in England, while the family—Ma, elder brother Will, and paternal grandparents Granny and Pop—live in Belfast."
172,2,1.0,"43-year-old Jackson ""Jack"" Maine, a famous country rock singer privately battling an alcohol and drug addiction, plays at a concert. His primary support is Bobby, his manager and older half-brother. After a show, Jack goes out for drinks and visits a drag bar where he witnesses a tribute performance to Édith Piaf by 31-year-old Ally, who works as a waitress and singer-songwriter. Jack is amazed by her performance, and they spend the night talking to each other, where Ally discusses her unsuccessful efforts in pursuing a professional music career. Ally shares with Jack some lyrics she has been working on, and he tells her she is a talented songwriter and should perform her material."
173,0,1.0,"In 1978, Irving Rosenfeld and Sydney Prosser work together as con artists. Sydney, posing as English aristocrat ""Lady Edith Greensly"", has improved the scams. Irving loves Sydney but is unwilling to leave his unstable, histrionic wife, Rosalyn, fearing he will lose contact with adopted son Danny. Rosalyn has also threatened to report Irving to the police if he leaves her."
174,-1,0.21935356980562581,"On a hot summer day, a jury in the New York County Courthouse prepares to deliberate the case of an impoverished 18-year-old boy accused of killing his abusive father. The judge says that if there is any reasonable doubt, the jurors must return a verdict of ""not guilty"". If the defendant is found guilty, he will receive a mandatory death sentence via the electric chair. The verdict must be unanimous."
175,0,1.0,"The Lemp sisters, Emma (Gale Page), Thea (Lola Lane), Kay (Rosemary Lane), and Ann (Priscilla Lane) are accomplished musicians in a musical family headed by their widowed father, Adam (Claude Rains), who plays the flute. Harpist Emma, the oldest daughter, is the object of a neighbor's affection, but she rebuffs Ernest's (Dick Foran) attentions. Thea, a pianist and the second eldest, is courted by wealthy Ben Crowley (Frank McHugh), another neighbor, but she is not sure she loves him. Kay, the third daughter, is a talented singer and has a chance at a music school scholarship but doesn't want to leave home. The youngest daughter is Ann, a violinist."
